0, Note_on_c,76,64
16, Note_off_c,76,64
24, Note_on_c,76,64
40, Note_off_c,76,64
72, Note_on_c,76,64
88, Note_off_c,76,64
120, Note_on_c,72,64
136, Note_off_c,72,64
144, Note_on_c,76,64
160, Note_off_c,76,64
192, Note_on_c,79,64
208, Note_off_c,79,64
384, Note_on_c,72,64
400, Note_off_c,72,64
456, Note_on_c,67,64
472, Note_off_c,67,64
528, Note_on_c,64,64
544, Note_off_c,64,64
600, Note_on_c,69,64
616, Note_off_c,69,64
648, Note_on_c,71,64
664, Note_off_c,71,64
696, Note_on_c,70,64
712, Note_off_c,70,64
720, Note_on_c,69,64
736, Note_off_c,69,64
768, Note_on_c,67,64
784, Note_off_c,67,64
800, Note_on_c,76,64
816, Note_off_c,76,64
832, Note_on_c,79,64
848, Note_off_c,79,64
864, Note_on_c,81,64
880, Note_off_c,81,64
912, Note_on_c,77,64
928, Note_off_c,77,64
936, Note_on_c,79,64
952, Note_off_c,79,64
984, Note_on_c,76,64
1000, Note_off_c,76,64
1032, Note_on_c,72,64
1048, Note_off_c,72,64
1056, Note_on_c,74,64
1072, Note_off_c,74,64
1080, Note_on_c,71,64
1096, Note_off_c,71,64
1152, Note_on_c,72,64
1168, Note_off_c,72,64
1224, Note_on_c,67,64
1240, Note_off_c,67,64
1296, Note_on_c,64,64
1312, Note_off_c,64,64
1368, Note_on_c,69,64
1384, Note_off_c,69,64
1416, Note_on_c,71,64
1432, Note_off_c,71,64
1464, Note_on_c,70,64
1480, Note_off_c,70,64
1488, Note_on_c,69,64
1504, Note_off_c,69,64
1536, Note_on_c,67,64
1552, Note_off_c,67,64
1568, Note_on_c,76,64
1584, Note_off_c,76,64
1600, Note_on_c,79,64
1616, Note_off_c,79,64
1632, Note_on_c,81,64
1648, Note_off_c,81,64
1680, Note_on_c,77,64
1696, Note_off_c,77,64
1704, Note_on_c,79,64
1720, Note_off_c,79,64
1752, Note_on_c,76,64
1768, Note_off_c,76,64
1800, Note_on_c,72,64
1816, Note_off_c,72,64
1824, Note_on_c,74,64
1840, Note_off_c,74,64
1848, Note_on_c,71,64
1864, Note_off_c,71,64
1968, Note_on_c,79,64
1984, Note_off_c,79,64
1992, Note_on_c,78,64
2008, Note_off_c,78,64
2016, Note_on_c,77,64
2032, Note_off_c,77,64
2040, Note_on_c,75,64
2056, Note_off_c,75,64
2088, Note_on_c,76,64
2104, Note_off_c,76,64
2136, Note_on_c,68,64
2152, Note_off_c,68,64
2160, Note_on_c,69,64
2176, Note_off_c,69,64
2184, Note_on_c,72,64
2200, Note_off_c,72,64
2232, Note_on_c,69,64
2248, Note_off_c,69,64
2256, Note_on_c,72,64
2272, Note_off_c,72,64
2280, Note_on_c,74,64
2296, Note_off_c,74,64
2352, Note_on_c,79,64
2368, Note_off_c,79,64
2376, Note_on_c,78,64
2392, Note_off_c,78,64
2400, Note_on_c,77,64
2416, Note_off_c,77,64
2424, Note_on_c,75,64
2440, Note_off_c,75,64
2472, Note_on_c,76,64
2488, Note_off_c,76,64
2520, Note_on_c,84,64
2536, Note_off_c,84,64
2568, Note_on_c,84,64
2584, Note_off_c,84,64
2592, Note_on_c,84,64
2608, Note_off_c,84,64
2736, Note_on_c,79,64
2752, Note_off_c,79,64
2760, Note_on_c,78,64
2776, Note_off_c,78,64
2784, Note_on_c,77,64
2800, Note_off_c,77,64
2808, Note_on_c,75,64
2824, Note_off_c,75,64
2856, Note_on_c,76,64
2872, Note_off_c,76,64
2904, Note_on_c,68,64
2920, Note_off_c,68,64
2928, Note_on_c,69,64
2944, Note_off_c,69,64
2952, Note_on_c,72,64
2968, Note_off_c,72,64
3000, Note_on_c,69,64
3016, Note_off_c,69,64
3024, Note_on_c,72,64
3040, Note_off_c,72,64
3048, Note_on_c,74,64
3064, Note_off_c,74,64
3120, Note_on_c,75,64
3136, Note_off_c,75,64
3192, Note_on_c,74,64
3208, Note_off_c,74,64
3264, Note_on_c,72,64
3280, Note_off_c,72,64
3504, Note_on_c,79,64
3520, Note_off_c,79,64
3528, Note_on_c,78,64
3544, Note_off_c,78,64
3552, Note_on_c,77,64
3568, Note_off_c,77,64
3576, Note_on_c,75,64
3592, Note_off_c,75,64
3624, Note_on_c,76,64
3640, Note_off_c,76,64
3672, Note_on_c,68,64
3688, Note_off_c,68,64
3696, Note_on_c,69,64
3712, Note_off_c,69,64
3720, Note_on_c,72,64
3736, Note_off_c,72,64
3768, Note_on_c,69,64
3784, Note_off_c,69,64
3792, Note_on_c,72,64
3808, Note_off_c,72,64
3816, Note_on_c,74,64
3832, Note_off_c,74,64
3888, Note_on_c,79,64
3904, Note_off_c,79,64
3912, Note_on_c,78,64
3928, Note_off_c,78,64
3936, Note_on_c,77,64
3952, Note_off_c,77,64
3960, Note_on_c,75,64
3976, Note_off_c,75,64
4008, Note_on_c,76,64
4024, Note_off_c,76,64
4056, Note_on_c,84,64
4072, Note_off_c,84,64
4104, Note_on_c,84,64
4120, Note_off_c,84,64
4128, Note_on_c,84,64
4144, Note_off_c,84,64
4272, Note_on_c,79,64
4288, Note_off_c,79,64
4296, Note_on_c,78,64
4312, Note_off_c,78,64
4320, Note_on_c,77,64
4336, Note_off_c,77,64
4344, Note_on_c,75,64
4360, Note_off_c,75,64
4392, Note_on_c,76,64
4408, Note_off_c,76,64
4440, Note_on_c,68,64
4456, Note_off_c,68,64
4464, Note_on_c,69,64
4480, Note_off_c,69,64
4488, Note_on_c,72,64
4504, Note_off_c,72,64
4536, Note_on_c,69,64
