0, Note_on_c,65,96
0, Note_on_c,69,96
0, Note_on_c,72,96
0, Note_on_c,77,96
911, Note_on_c,65,0
911, Note_on_c,69,0
911, Note_on_c,72,0
911, Note_on_c,77,0
960, Note_on_c,64,96
960, Note_on_c,69,96
960, Note_on_c,72,96
960, Note_on_c,76,96
1871, Note_on_c,64,0
1871, Note_on_c,69,0
1871, Note_on_c,72,0
1871, Note_on_c,76,0
1920, Note_on_c,67,96
1920, Note_on_c,69,96
1920, Note_on_c,72,96
1920, Note_on_c,79,96
2603, Note_on_c,67,0
2603, Note_on_c,69,0
2603, Note_on_c,72,0
2603, Note_on_c,79,0
2640, Note_on_c,65,96
2640, Note_on_c,69,96
2640, Note_on_c,72,96
2640, Note_on_c,77,96
3779, Note_on_c,65,0
3779, Note_on_c,69,0
3779, Note_on_c,72,0
3779, Note_on_c,77,0
3840, Note_on_c,65,96
3840, Note_on_c,69,96
3840, Note_on_c,72,96
3840, Note_on_c,77,96
4751, Note_on_c,65,0
4751, Note_on_c,69,0
4751, Note_on_c,72,0
4751, Note_on_c,77,0
4800, Note_on_c,64,96
4800, Note_on_c,69,96
4800, Note_on_c,72,96
4800, Note_on_c,76,96
5711, Note_on_c,64,0
5711, Note_on_c,69,0
5711, Note_on_c,72,0
5711, Note_on_c,76,0
5760, Note_on_c,67,96
5760, Note_on_c,69,96
5760, Note_on_c,72,96
5760, Note_on_c,79,96
6443, Note_on_c,67,0
6443, Note_on_c,69,0
6443, Note_on_c,72,0
6443, Note_on_c,79,0
6480, Note_on_c,65,96
6480, Note_on_c,69,96
6480, Note_on_c,72,96
6480, Note_on_c,77,96
7619, Note_on_c,65,0
7619, Note_on_c,69,0
7619, Note_on_c,72,0
7619, Note_on_c,77,0
7680, Note_on_c,65,96
7680, Note_on_c,70,96
7680, Note_on_c,74,96
7680, Note_on_c,77,96
8591, Note_on_c,65,0
8591, Note_on_c,70,0
8591, Note_on_c,74,0
8591, Note_on_c,77,0
8640, Note_on_c,64,96
8640, Note_on_c,70,96
8640, Note_on_c,74,96
8640, Note_on_c,76,96
9551, Note_on_c,64,0
9551, Note_on_c,70,0
9551, Note_on_c,74,0
9551, Note_on_c,76,0
9600, Note_on_c,67,96
9600, Note_on_c,70,96
9600, Note_on_c,74,96
9600, Note_on_c,79,96
10283, Note_on_c,67,0
10283, Note_on_c,70,0
10283, Note_on_c,74,0
10283, Note_on_c,79,0
10320, Note_on_c,65,96
10320, Note_on_c,70,96
10320, Note_on_c,74,96
10320, Note_on_c,77,96
11459, Note_on_c,65,0
11459, Note_on_c,70,0
11459, Note_on_c,74,0
11459, Note_on_c,77,0
11520, Note_on_c,65,96
11520, Note_on_c,70,96
11520, Note_on_c,73,96
11520, Note_on_c,77,96
12431, Note_on_c,65,0
12431, Note_on_c,70,0
12431, Note_on_c,73,0
12431, Note_on_c,77,0
12480, Note_on_c,64,96
12480, Note_on_c,70,96
12480, Note_on_c,73,96
12480, Note_on_c,76,96
13391, Note_on_c,64,0
13391, Note_on_c,70,0
13391, Note_on_c,73,0
13391, Note_on_c,76,0
13440, Note_on_c,67,96
13440, Note_on_c,70,96
13440, Note_on_c,73,96
13440, Note_on_c,79,96
14123, Note_on_c,67,0
14123, Note_on_c,70,0
14123, Note_on_c,73,0
14123, Note_on_c,79,0
14160, Note_on_c,65,96
14160, Note_on_c,70,96
14160, Note_on_c,73,96
14160, Note_on_c,77,96
14387, Note_on_c,65,0
14387, Note_on_c,70,0
14387, Note_on_c,73,0
14387, Note_on_c,77,0
14400, Note_on_c,72,96
14855, Note_on_c,72,0
14880, Note_on_c,70,96
15335, Note_on_c,70,0
15360, Note_on_c,60,96
15360, Note_on_c,65,96
15360, Note_on_c,70,96
15840, Note_on_c,60,0
16043, Note_on_c,65,0
16043, Note_on_c,70,0
16080, Note_on_c,69,96
16307, Note_on_c,69,0
16320, Note_on_c,69,96
16320, Note_on_c,77,96
17231, Note_on_c,69,0
17231, Note_on_c,77,0
17280, Note_on_c,79,96
17963, Note_on_c,79,0
18000, Note_on_c,81,96
18227, Note_on_c,81,0
18240, Note_on_c,69,96
18467, Note_on_c,69,0
18480, Note_on_c,69,96
18707, Note_on_c,69,0
18720, Note_on_c,67,96
18947, Note_on_c,67,0
18960, Note_on_c,65,96
19187, Note_on_c,65,0
19200, Note_on_c,60,96
19200, Note_on_c,64,96
19200, Note_on_c,69,96
19680, Note_on_c,60,0
20111, Note_on_c,64,0
20111, Note_on_c,69,0
20160, Note_on_c,79,96
21071, Note_on_c,79,0
21120, Note_on_c,72,96
21120, Note_on_c,76,96
21120, Note_on_c,81,96
22031, Note_on_c,72,0
22031, Note_on_c,76,0
22031, Note_on_c,81,0
22320, Note_on_c,69,96
22547, Note_on_c,69,0
22560, Note_on_c,69,96
23015, Note_on_c,69,0
23040, Note_on_c,62,96
23040, Note_on_c,65,96
23040, Note_on_c,70,96
23520, Note_on_c,62,0
23723, Note_on_c,65,0
23723, Note_on_c,70,0
23760, Note_on_c,69,96
23987, Note_on_c,69,0
24000, Note_on_c,62,96
24000, Note_on_c,67,96
24227, Note_on_c,62,0
24227, Note_on_c,67,0
24240, Note_on_c,77,96
24467, Note_on_c,77,0
24480, Note_on_c,82,96
24935, Note_on_c,82,0
24960, Note_on_c,77,96
24960, Note_on_c,82,96
24960, Note_on_c,86,96
25643, Note_on_c,77,0
25643, Note_on_c,82,0
25643, Note_on_c,86,0
25680, Note_on_c,77,96
25907, Note_on_c,77,0
25920, Note_on_c,82,96
26147, Note_on_c,82,0
26160, Note_on_c,86,96
26387, Note_on_c,86,0
26400, Note_on_c,69,96
26855, Note_on_c,69,0
26880, Note_on_c,61,96
26880, Note_on_c,65,96
26880, Note_on_c,70,96
27360, Note_on_c,61,0
27563, Note_on_c,65,0
27563, Note_on_c,70,0
27600, Note_on_c,69,96
27827, Note_on_c,69,0
27840, Note_on_c,61,96
27840, Note_on_c,67,96
28067, Note_on_c,61,0
28067, Note_on_c,67,0
28080, Note_on_c,77,96
28307, Note_on_c,77,0
28320, Note_on_c,82,96
28775, Note_on_c,82,0
28800, Note_on_c,77,96
28800, Note_on_c,82,96
28800, Note_on_c,85,96
29483, Note_on_c,77,0
29483, Note_on_c,82,0
29483, Note_on_c,85,0
29520, Note_on_c,77,96
29747, Note_on_c,77,0
29760, Note_on_c,65,96
29987, Note_on_c,65,0
30000, Note_on_c,67,96
30683, Note_on_c,67,0
30720, Note_on_c,60,96
30720, Note_on_c,65,96
30720, Note_on_c,69,96
31200, Note_on_c,60,0
31631, Note_on_c,65,0
31631, Note_on_c,69,0
31680, Note_on_c,77,96
32591, Note_on_c,77,0
32640, Note_on_c,79,96
33095, Note_on_c,79,0
33120, Note_on_c,69,96
33347, Note_on_c,69,0
